locationId,locationName,facilityId,facilityName,facilityType,distanceKm
loc_1641,Madipakkam,fh_53,Modernization and up-gradation of Chennai Fishing Harbour,fishing_harbour,17.95
loc_1641,Madipakkam,fh_56,Construction of Fishing harbour at ThiruvottriyurKuppam,fishing_harbour,27.13
loc_1641,Madipakkam,port_05,Chennai Port,port,17.04
loc_1641,Madipakkam,port_11,Kamarajar Port,port,34.47
loc_1649,Kaipamangalam,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,47.25
loc_1649,Kaipamangalam,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,53.51
loc_1649,Kaipamangalam,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,12.83
loc_1649,Kaipamangalam,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,53.51
loc_1649,Kaipamangalam,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,99.57
loc_1649,Kaipamangalam,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,75.01
loc_1649,Kaipamangalam,port_02,Cochin Port,port,43.49
loc_1652,Sholinganallur,fh_53,Modernization and up-gradation of Chennai Fishing Harbour,fishing_harbour,23.46
loc_1652,Sholinganallur,fh_56,Construction of Fishing harbour at ThiruvottriyurKuppam,fishing_harbour,32.92
loc_1652,Sholinganallur,port_05,Chennai Port,port,22.67
loc_1652,Sholinganallur,port_11,Kamarajar Port,port,40.67
loc_1653,Kovūr,fh_05,Juvvaladinne Fishing Harbour,fishing_harbour,34.03
loc_1661,Perumanna,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,53.87
loc_1661,Perumanna,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,18.04
loc_1661,Perumanna,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,29.4
loc_1661,Perumanna,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,94.44
loc_1661,Perumanna,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,53.87
loc_1661,Perumanna,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,12.74
loc_1661,Perumanna,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,18.04
loc_1669,Manali,fh_53,Modernization and up-gradation of Chennai Fishing Harbour,fishing_harbour,9.26
loc_1669,Manali,fh_56,Construction of Fishing harbour at ThiruvottriyurKuppam,fishing_harbour,6.87
loc_1669,Manali,port_05,Chennai Port,port,9.57
loc_1669,Manali,port_11,Kamarajar Port,port,11.38
loc_1673,Puzhathi,fh_26,Expansion of Kasaragod Fishing Harbour,fishing_harbour,79.48
loc_1673,Puzhathi,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,75.07
loc_1673,Puzhathi,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,61.43
loc_1673,Puzhathi,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,93.33
loc_1673,Puzhathi,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,75.07
loc_1674,Perunād,fh_25,Expansion of Muthalapozhy Fishing Harbour,fishing_harbour,41.63
loc_1674,Perunād,fh_30,Maintenance dredging of existing harbor in Kayamkulam,fishing_harbour,30.09
loc_1674,Perunād,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,88.84
loc_1674,Perunād,fh_61,Expansion and Modernization of Thengapattinam Fishing,fishing_harbour,92.97
loc_1678,Pāppinisshēri,fh_26,Expansion of Kasaragod Fishing Harbour,fishing_harbour,71.42
loc_1678,Pāppinisshēri,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,83.09
loc_1678,Pāppinisshēri,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,69.52
loc_1678,Pāppinisshēri,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,83.09
loc_1684,Māranchēri,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,95.88
loc_1684,Māranchēri,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,5.55
loc_1684,Māranchēri,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,69.19
loc_1684,Māranchēri,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,83.21
loc_1684,Māranchēri,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,36.94
loc_1684,Māranchēri,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,5.55
loc_1684,Māranchēri,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,50.89
loc_1684,Māranchēri,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,69.19
loc_1684,Māranchēri,port_02,Cochin Port,port,92.14
loc_1687,Peruvallur,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,37.23
loc_1687,Peruvallur,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,31.85
loc_1687,Peruvallur,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,45.09
loc_1687,Peruvallur,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,77.41
loc_1687,Peruvallur,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,37.23
loc_1687,Peruvallur,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,15.22
loc_1687,Peruvallur,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,31.85
loc_1689,Sīrkāzhi,fh_45,Development of Smart and Integrated Fishing Harbour at Karaikal,fishing_harbour,37.06
loc_1689,Sīrkāzhi,fh_49,Construction of Fishing Harbour at Thengaithittu,fishing_harbour,74.26
loc_1689,Sīrkāzhi,fh_50,Upgradation of Puducherry Fishing Harbour,fishing_harbour,77.71
loc_1689,Sīrkāzhi,fh_52,Up-gradation of Pazhayar Fishing Harbour,fishing_harbour,16.92
loc_1689,Sīrkāzhi,fh_55,Construction of Fishing harbour at Tharangampadi,fishing_harbour,26.2
loc_1689,Sīrkāzhi,fh_57,Development of existing Fishing Harbour at Mudhunagar,fishing_harbour,53.74
loc_1689,Sīrkāzhi,fh_58,Development of Fishing Harbour at Arcottuthurai,fishing_harbour,75.32
loc_1689,Sīrkāzhi,fh_59,Construction of Fishing harbour at Azhagankuppam,fishing_harbour,91.73
loc_1689,Sīrkāzhi,fh_60,Development of Fishing Harbour at Vellapallam,fishing_harbour,73.13
loc_1693,Chēmanchēri,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,74.09
loc_1693,Chēmanchēri,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,9.6
loc_1693,Chēmanchēri,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,4.68
loc_1693,Chēmanchēri,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,74.09
loc_1693,Chēmanchēri,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,27.76
loc_1693,Chēmanchēri,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,9.6
loc_1700,Erāmala,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,43.81
loc_1700,Erāmala,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,29.81
loc_1700,Erāmala,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,62.13
loc_1700,Erāmala,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,43.81
loc_1706,Villiappally,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,36.01
loc_1706,Villiappally,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,21.98
loc_1706,Villiappally,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,54.31
loc_1706,Villiappally,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,36.01
loc_1707,Aymanam,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,43.93
loc_1707,Aymanam,fh_30,Maintenance dredging of existing harbor in Kayamkulam,fishing_harbour,47.46
loc_1707,Aymanam,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,19.88
loc_1707,Aymanam,port_02,Cochin Port,port,47.43
loc_1708,Angamāli,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,31.72
loc_1708,Angamāli,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,81.6
loc_1708,Angamāli,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,44.02
loc_1708,Angamāli,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,81.6
loc_1708,Angamāli,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,55.91
loc_1708,Angamāli,port_02,Cochin Port,port,28.78
loc_1709,Villianur,fh_49,Construction of Fishing Harbour at Thengaithittu,fishing_harbour,7.17
loc_1709,Villianur,fh_50,Upgradation of Puducherry Fishing Harbour,fishing_harbour,8.28
loc_1709,Villianur,fh_52,Up-gradation of Pazhayar Fishing Harbour,fishing_harbour,63.38
loc_1709,Villianur,fh_55,Construction of Fishing harbour at Tharangampadi,fishing_harbour,98.82
loc_1709,Villianur,fh_57,Development of existing Fishing Harbour at Mudhunagar,fishing_harbour,21.57
loc_1709,Villianur,fh_59,Construction of Fishing harbour at Azhagankuppam,fishing_harbour,20.29
loc_1710,Manipal,fh_17,Modernisation and Upgradation of Mangalore Fishing Harbour,fishing_harbour,50.2
loc_1710,Manipal,fh_18,Modernisation of Malpe Fishing Harbour,fishing_harbour,9.02
loc_1710,Manipal,fh_19,Modernisation of Gangoli Fishing Harbour,fishing_harbour,35.18
loc_1710,Manipal,fh_22,Kulai Fishing Harbour,fishing_harbour,43.4
loc_1710,Manipal,fh_23,Hejmadi Kodi Fishing Harbour,fishing_harbour,27.8
loc_1710,Manipal,fh_26,Expansion of Kasaragod Fishing Harbour,fishing_harbour,97.13
loc_1710,Manipal,port_03,New Mangalore Port,port,46.95
loc_1715,Vedaraniyam,fh_45,Development of Smart and Integrated Fishing Harbour at Karaikal,fishing_harbour,60.94
loc_1715,Vedaraniyam,fh_55,Construction of Fishing harbour at Tharangampadi,fishing_harbour,73.16
loc_1715,Vedaraniyam,fh_58,Development of Fishing Harbour at Arcottuthurai,fishing_harbour,23.63
loc_1715,Vedaraniyam,fh_60,Development of Fishing Harbour at Vellapallam,fishing_harbour,25.17
loc_1716,Kuruvattūr,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,63.79
loc_1716,Kuruvattūr,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,10.52
loc_1716,Kuruvattūr,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,18.72
loc_1716,Kuruvattūr,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,63.79
loc_1716,Kuruvattūr,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,18.67
loc_1716,Kuruvattūr,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,10.52
loc_1722,Vapi INA,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,74.81
loc_1725,Chelambra,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,42.82
loc_1725,Chelambra,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,23.68
loc_1725,Chelambra,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,37.22
loc_1725,Chelambra,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,83.82
loc_1725,Chelambra,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,42.82
loc_1725,Chelambra,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,7.08
loc_1725,Chelambra,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,23.68
loc_1732,Pārassāla,fh_25,Expansion of Muthalapozhy Fishing Harbour,fishing_harbour,50.38
loc_1732,Pārassāla,fh_54,Maintenance Dredging of Colachel Fishing Harbour,fishing_harbour,20.55
loc_1732,Pārassāla,fh_61,Expansion and Modernization of Thengapattinam Fishing,fishing_harbour,6.54
loc_1738,Elampalloor,fh_25,Expansion of Muthalapozhy Fishing Harbour,fishing_harbour,41.25
loc_1738,Elampalloor,fh_30,Maintenance dredging of existing harbor in Kayamkulam,fishing_harbour,31.4
loc_1738,Elampalloor,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,89.48
loc_1738,Elampalloor,fh_61,Expansion and Modernization of Thengapattinam Fishing,fishing_harbour,91.58
loc_1741,Ālankōd,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,94.32
loc_1741,Ālankōd,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,11.76
loc_1741,Ālankōd,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,71.47
loc_1741,Ālankōd,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,85.38
loc_1741,Ālankōd,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,36.36
loc_1741,Ālankōd,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,11.76
loc_1741,Ālankōd,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,53.15
loc_1741,Ālankōd,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,71.47
loc_1741,Ālankōd,port_02,Cochin Port,port,90.55
loc_1743,Elayavur,fh_26,Expansion of Kasaragod Fishing Harbour,fishing_harbour,81.98
loc_1743,Elayavur,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,72.66
loc_1743,Elayavur,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,58.95
loc_1743,Elayavur,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,90.95
loc_1743,Elayavur,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,72.66
loc_1745,Iramallūr,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,36.15
loc_1745,Iramallūr,fh_30,Maintenance dredging of existing harbor in Kayamkulam,fishing_harbour,98.38
loc_1745,Iramallūr,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,68.71
loc_1745,Iramallūr,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,48.52
loc_1745,Iramallūr,port_02,Cochin Port,port,35.59
loc_1752,Chockli,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,49.58
loc_1752,Chockli,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,35.65
loc_1752,Chockli,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,67.93
loc_1752,Chockli,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,49.58
loc_1755,Bāsudebpur,fh_47,Modernisation of Paradip Fishing Harbour,fishing_harbour,95.73
loc_1755,Bāsudebpur,fh_51,Chandipur Fishing Harbour,fishing_harbour,49.25
loc_1755,Bāsudebpur,port_07,Paradip Port,port,94.87
loc_1758,Jagatsinghapur,fh_47,Modernisation of Paradip Fishing Harbour,fishing_harbour,53.09
loc_1758,Jagatsinghapur,fh_48,Development of Stage-II Fishing Harbour at Nuagarh (Astranga),fishing_harbour,34.86
loc_1758,Jagatsinghapur,port_07,Paradip Port,port,55.65
loc_1769,Remuna,fh_51,Chandipur Fishing Harbour,fishing_harbour,16.66
loc_1769,Remuna,fh_64,Modernisation and upgradation of existing fishing harbour at Shankarpur,fishing_harbour,72.41
loc_1770,Puthenvelikara,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,28.49
loc_1770,Puthenvelikara,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,73.61
loc_1770,Puthenvelikara,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,33.07
loc_1770,Puthenvelikara,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,73.61
loc_1770,Puthenvelikara,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,56.02
loc_1770,Puthenvelikara,port_02,Cochin Port,port,24.76
loc_1771,Āmli,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,70.87
loc_1773,Salāya,fh_12,Development of Fishery Harbour at Navabandar,fishing_harbour,90.11
loc_1773,Salāya,fh_15,Development of Fishery Harbour Porbandar – Phase 2,fishing_harbour,74.55
loc_1773,Salāya,port_12,Deendayal Port,port,96.85
loc_1773,Salāya,port_13,Mundra Port,port,49.24
loc_1782,Ajānūr,fh_17,Modernisation and Upgradation of Mangalore Fishing Harbour,fishing_harbour,69.34
loc_1782,Ajānūr,fh_22,Kulai Fishing Harbour,fishing_harbour,76.31
loc_1782,Ajānūr,fh_23,Hejmadi Kodi Fishing Harbour,fishing_harbour,91.47
loc_1782,Ajānūr,fh_26,Expansion of Kasaragod Fishing Harbour,fishing_harbour,21.38
loc_1782,Ajānūr,port_03,New Mangalore Port,port,72.51
loc_1790,Kurumbapet,fh_49,Construction of Fishing Harbour at Thengaithittu,fishing_harbour,6.91
loc_1790,Kurumbapet,fh_50,Upgradation of Puducherry Fishing Harbour,fishing_harbour,6.48
loc_1790,Kurumbapet,fh_52,Up-gradation of Pazhayar Fishing Harbour,fishing_harbour,66.01
loc_1790,Kurumbapet,fh_57,Development of existing Fishing Harbour at Mudhunagar,fishing_harbour,24.47
loc_1790,Kurumbapet,fh_59,Construction of Fishing harbour at Azhagankuppam,fishing_harbour,17.03
loc_1794,Egra,fh_51,Chandipur Fishing Harbour,fishing_harbour,71.73
loc_1794,Egra,fh_63,Modernisation and upgradation of existing fishing harbour at Petuaghat,fishing_harbour,38.69
loc_1794,Egra,fh_64,Modernisation and upgradation of existing fishing harbour at Shankarpur,fishing_harbour,23.33
loc_1794,Egra,fh_65,Modernisation and upgradation of existing fishing harbour at Frasergunj,fishing_harbour,83.59
loc_1794,Egra,fh_66,Modernisation and upgradation of existing fishing harbour at Kakdwip,fishing_harbour,66.28
loc_1794,Egra,port_09,Syama Prasad Mookerjee Port Haldia,port,55.76
loc_1801,Vengola Kizhakkumbāgam,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,27.02
loc_1801,Vengola Kizhakkumbāgam,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,98.66
loc_1801,Vengola Kizhakkumbāgam,fh_30,Maintenance dredging of existing harbor in Kayamkulam,fishing_harbour,98.3
loc_1801,Vengola Kizhakkumbāgam,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,60.35
loc_1801,Vengola Kizhakkumbāgam,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,98.66
loc_1801,Vengola Kizhakkumbāgam,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,44.15
loc_1801,Vengola Kizhakkumbāgam,port_02,Cochin Port,port,25.92
loc_1815,Edappāl,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,99.13
loc_1815,Edappāl,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,8.64
loc_1815,Edappāl,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,66.45
loc_1815,Edappāl,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,80.37
loc_1815,Edappāl,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,40.81
loc_1815,Edappāl,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,8.64
loc_1815,Edappāl,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,48.11
loc_1815,Edappāl,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,66.45
loc_1815,Edappāl,port_02,Cochin Port,port,95.37
loc_1817,Soro,fh_51,Chandipur Fishing Harbour,fishing_harbour,40.41
loc_1818,Ulliyeri,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,77.95
loc_1818,Ulliyeri,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,15.01
loc_1818,Ulliyeri,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,7.39
loc_1818,Ulliyeri,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,77.95
loc_1818,Ulliyeri,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,31.76
loc_1818,Ulliyeri,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,15.01
loc_1820,Muttayyāpuram,fh_62,Extension of T-Jetty at Tharuvaikulam,fishing_harbour,7.87
loc_1820,Muttayyāpuram,port_10,V.O. Chidambaranar Port,port,6.57
loc_1837,Tiruchchendur,fh_62,Extension of T-Jetty at Tharuvaikulam,fishing_harbour,35.96
loc_1837,Tiruchchendur,port_10,V.O. Chidambaranar Port,port,30.24
loc_1840,Mannanchōri,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,40.8
loc_1840,Mannanchōri,fh_30,Maintenance dredging of existing harbor in Kayamkulam,fishing_harbour,46.52
loc_1840,Mannanchōri,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,99.56
loc_1840,Mannanchōri,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,13.17
loc_1840,Mannanchōri,port_02,Cochin Port,port,44.57
loc_1844,Ferokh,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,46.59
loc_1844,Ferokh,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,19.11
loc_1844,Ferokh,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,32.78
loc_1844,Ferokh,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,87.8
loc_1844,Ferokh,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,46.59
loc_1844,Ferokh,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,3.6
loc_1844,Ferokh,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,19.11
loc_1848,Thenhippalam,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,40.62
loc_1848,Thenhippalam,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,26.0
loc_1848,Thenhippalam,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,39.57
loc_1848,Thenhippalam,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,81.55
loc_1848,Thenhippalam,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,40.62
loc_1848,Thenhippalam,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,8.93
loc_1848,Thenhippalam,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,26.0
loc_1852,Bhatkal,fh_18,Modernisation of Malpe Fishing Harbour,fishing_harbour,72.36
loc_1852,Bhatkal,fh_19,Modernisation of Gangoli Fishing Harbour,fishing_harbour,39.64
loc_1852,Bhatkal,fh_20,Maintenance Dredging at Amadalli Fishing Harbour,fishing_harbour,81.7
loc_1852,Bhatkal,fh_21,Dredging work at Tadari Fishing Harbour,fishing_harbour,56.39
loc_1863,Vilavoorkkal,fh_25,Expansion of Muthalapozhy Fishing Harbour,fishing_harbour,29.73
loc_1863,Vilavoorkkal,fh_30,Maintenance dredging of existing harbor in Kayamkulam,fishing_harbour,96.61
loc_1863,Vilavoorkkal,fh_54,Maintenance Dredging of Colachel Fishing Harbour,fishing_harbour,41.82
loc_1863,Vilavoorkkal,fh_61,Expansion and Modernization of Thengapattinam Fishing,fishing_harbour,26.41
loc_1865,Kottaikuppam,fh_49,Construction of Fishing Harbour at Thengaithittu,fishing_harbour,7.13
loc_1865,Kottaikuppam,fh_50,Upgradation of Puducherry Fishing Harbour,fishing_harbour,3.62
loc_1865,Kottaikuppam,fh_52,Up-gradation of Pazhayar Fishing Harbour,fishing_harbour,67.97
loc_1865,Kottaikuppam,fh_57,Development of existing Fishing Harbour at Mudhunagar,fishing_harbour,28.18
loc_1865,Kottaikuppam,fh_59,Construction of Fishing harbour at Azhagankuppam,fishing_harbour,10.82
loc_1866,Khaira,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,96.64
loc_1866,Khaira,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,99.47
loc_1866,Khaira,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,10.62
loc_1866,Khaira,port_00,Mumbai Port,port,95.44
loc_1866,Khaira,port_01,Jawaharlal Nehru Port (JNPT),port,95.12
loc_1868,Puzhal,fh_53,Modernization and up-gradation of Chennai Fishing Harbour,fishing_harbour,13.32
loc_1868,Puzhal,fh_56,Construction of Fishing harbour at ThiruvottriyurKuppam,fishing_harbour,13.67
loc_1868,Puzhal,port_05,Chennai Port,port,13.17
loc_1868,Puzhal,port_11,Kamarajar Port,port,16.95
loc_1875,Thanneermukkom,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,32.03
loc_1875,Thanneermukkom,fh_30,Maintenance dredging of existing harbor in Kayamkulam,fishing_harbour,55.32
loc_1875,Thanneermukkom,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,91.17
loc_1875,Thanneermukkom,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,5.36
loc_1875,Thanneermukkom,port_02,Cochin Port,port,35.76
loc_1876,Parūr,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,24.6
loc_1876,Parūr,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,76.58
loc_1876,Parūr,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,35.53
loc_1876,Parūr,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,76.58
loc_1876,Parūr,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,52.3
loc_1876,Parūr,port_02,Cochin Port,port,20.83
loc_1878,Elūr,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,15.27
loc_1878,Elūr,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,87.23
loc_1878,Elūr,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,46.27
loc_1878,Elūr,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,87.23
loc_1878,Elūr,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,42.34
loc_1878,Elūr,port_02,Cochin Port,port,11.74
loc_1891,Cheriyamundam,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,19.96
loc_1891,Cheriyamundam,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,47.66
loc_1891,Cheriyamundam,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,61.48
loc_1891,Cheriyamundam,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,59.75
loc_1891,Cheriyamundam,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,19.96
loc_1891,Cheriyamundam,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,29.44
loc_1891,Cheriyamundam,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,47.66
